Ticket,Open Time,Type,Volume,Item,Inicio,SL,TP,Close Time,Fin,Commission,Taxes,Swap,Profit
23294534,2019.04.17 14:07:58,sell,0.02,eurgbp,0.86592,0,0,2019.04.17 20:19:26,0.86691,0,0,0,-2.58
23294554,2019.04.17 14:08:15,sell,0.02,usdchf,1.00864,0,0,2019.04.17 20:19:26,1.01053,0,0,0,-3.74
23263489,2019.04.16 15:32:19,sell,0.05,eurjpy,126.505,126.854,0,2019.04.18 11:35:14,126.008,0,0,0.08,22.2
23327629,2019.04.18 11:50:27,buy,0.05,audusd,0.71649,0.71486,0,2019.04.18 15:33:10,0.71487,0,0,0,-8.1
23313784,2019.04.18 04:21:23,sell,0.05,usdchf,1.01042,1.014,0,2019.04.18 17:48:55,1.01413,0,0,0,-18.29
23363029,2019.04.22 04:01:11,sell,0.05,eurusd,1.12423,1.12561,1.11893,2019.04.22 15:36:00,1.12561,0,0,0,-6.9
23363004,2019.04.22 04:00:20,sell,0.05,audusd,0.7147,0.71455,0.70587,2019.04.23 15:23:14,0.71136,0,0,-0.25,16.7
23386860,2019.04.23 08:32:24,sell,0.05,eurusd,1.12479,1.12666,1.11906,2019.04.23 15:25:12,1.1246,0,0,0,0.95
23395909,2019.04.23 15:32:54,sell,0.05,usdcad,1.33951,1.34109,0,2019.04.23 15:33:41,1.34109,0,0,0,-5.89
23395808,2019.04.23 15:28:40,buy,0.05,eurusd,1.12478,1.12351,0,2019.04.23 15:36:41,1.12355,0,0,0,-6.15
23395857,2019.04.23 15:30:51,sell,0.05,usdjpy,111.864,112.007,0,2019.04.23 16:00:13,112.009,0,0,0,-6.47
23429540,2019.04.24 07:34:37,sell,0.05,usdcad,1.34458,1.34752,1.32665,2019.04.24 17:00:02,1.34746,0,0,0,-10.69
23440383,2019.04.24 15:55:23,buy,0.05,eurusd,1.12051,1.11603,0,2019.04.24 19:39:40,1.116,0,0,0,-22.55
23506374,2019.04.26 08:06:54,buy,0.1,eurusd,1.11366,1.1065,0,2019.04.26 16:59:58,1.11526,0,0,0,16
23506400,2019.04.26 08:09:19,buy,0.05,eurusd,1.11363,1.10641,0,2019.04.26 17:00:03,1.11527,0,0,0,8.2
23531107,2019.04.29 07:08:18,buy,0.05,eurusd,1.11599,1.11345,0,2019.04.29 20:08:08,1.11795,0,0,0,9.8
23531119,2019.04.29 07:08:52,buy,0.2,eurusd,1.11597,1.1135,0,2019.04.29 20:08:21,1.11796,0,0,0,39.8
23555376,2019.04.30 04:31:53,sell,0.05,usdcad,1.34601,1.34865,0,2019.04.30 05:30:05,1.34645,0,0,0,-1.63
23555417,2019.04.30 04:34:30,sell,0.2,usdcad,1.34582,1.3486,0,2019.04.30 13:31:19,1.34519,0,0,0,9.37
23556575,2019.04.30 05:18:04,buy,0.1,eurusd,1.11902,1.117,0,2019.04.30 13:31:28,1.12054,0,0,0,15.2
23568073,2019.04.30 04:34:30,sell,0.1,usdcad,1.34582,1.3486,1.3405,2019.04.30 15:22:30,1.34283,0,0,0,22.27
23568085,2019.04.30 05:18:04,buy,0.1,eurusd,1.11902,1.117,1.1255,2019.04.30 15:22:35,1.12195,0,0,0,29.3
23556557,2019.04.30 05:17:15,buy,0.05,eurusd,1.119,1.11712,1.12552,2019.04.30 15:22:59,1.12207,0,0,0,15.35
23556832,2019.04.30 05:34:54,sell,0.05,usdcad,1.3458,1.34864,1.34049,2019.04.30 15:23:44,1.34283,0,0,0,11.06
23581017,2019.04.30 18:20:34,sell,0.1,usdcad,1.34388,0,0,2019.04.30 18:21:29,1.34436,0,0,0,-3.57
23581044,2019.04.30 18:21:49,sell,0.01,usdcad,1.34389,0,0,2019.04.30 19:55:47,1.34153,0,0,0,1.76
23581004,2019.04.30 18:20:23,buy,0.01,eurusd,1.12033,0,0,2019.04.30 19:55:54,1.12134,0,0,0,1.01
23580993,2019.04.30 18:20:09,buy,0.01,eurusd,1.12036,0,0,2019.04.30 19:55:59,1.12136,0,0,0,1
23581173,2019.04.30 18:25:49,buy,0.2,eurusd,1.1205,1.119,0,2019.05.01 13:12:25,1.12341,0,0,-0.92,58.2
23581153,2019.04.30 18:25:09,buy,0.05,eurusd,1.12047,1.11898,0,2019.05.01 13:15:09,1.1234,0,0,-0.23,14.65
23591371,2019.05.01 03:06:15,sell,0.03,usdcad,1.33869,1.341,1.3303,2019.05.01 15:04:06,1.34101,0,0,0,-5.19
23591397,2019.05.01 03:07:02,sell,0.03,usdcad,1.33869,1.34106,1.33036,2019.05.01 15:08:32,1.3411,0,0,0,-5.39
23591437,2019.05.01 03:08:05,sell,0.03,usdcad,1.33862,1.34104,1.33044,2019.05.01 15:08:32,1.34103,0,0,0,-5.39
